Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Barcode,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Requires Shipping,Variant Taxable,Status
to-make-each-day-count,To Make Each Day Count,"<p>To Make Each Day Count. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6942138200058,6942138200058,200,,deny,manual,5.0,TRUE,TRUE,active
to-make-each-day-count-2,To Make Each Day Count,"<p>To Make Each Day Count. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6942138200065,6942138200065,200,,deny,manual,5.0,TRUE,TRUE,active
to-make-each-day-count-3,To Make Each Day Count,"<p>To Make Each Day Count. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6942138200089,6942138200089,200,,deny,manual,5.0,TRUE,TRUE,active
to-make-each-day-count-4,To Make Each Day Count,"<p>To Make Each Day Count. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6942138200041,6942138200041,200,,deny,manual,5.0,TRUE,TRUE,active
to-make-each-day-count-5,To Make Each Day Count,"<p>To Make Each Day Count. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6942138200096,6942138200096,200,,deny,manual,5.0,TRUE,TRUE,active
to-make-each-day-count-6,To Make Each Day Count,"<p>To Make Each Day Count. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6942138200072,6942138200072,200,,deny,manual,5.0,TRUE,TRUE,active
art-smock-green,Art Smock - Green,"<p>Art Smock - Green by Mideer. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Mideer,Art & Craft,"Art & Craft, Art&Craft, Mideer",TRUE,Title,Default Title,6936352515425,6936352515425,200,,deny,manual,42.0,TRUE,TRUE,active
finger-painting-tool-set,Finger Painting Tool Set,"<p>Finger Painting Tool Set by Mideer. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Mideer,Art & Craft,"Art & Craft, Art&Craft, Mideer",TRUE,Title,Default Title,6936352563013,6936352563013,200,,deny,manual,30.0,TRUE,TRUE,active
finger-paint-6-colors,Finger Paint 6 Colors,"<p>Finger Paint 6 Colors by Mideer. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Mideer,Art & Craft,"Art & Craft, Art&Craft, Mideer",TRUE,Title,Default Title,6936352541653,6936352541653,200,,deny,manual,30.0,TRUE,TRUE,active
finger-paint-12-colors,Finger Paint 12 Colors,"<p>Finger Paint 12 Colors by Mideer. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Mideer,Art & Craft,"Art & Craft, Art&Craft, Mideer",TRUE,Title,Default Title,6936352541660,6936352541660,200,,deny,manual,60.0,TRUE,TRUE,active
finger-paint-8-colors,Finger Paint 8 Colors,"<p>Finger Paint 8 Colors by Mideer. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Mideer,Art & Craft,"Art & Craft, Art&Craft, Mideer",TRUE,Title,Default Title,6936352541103,6936352541103,200,,deny,manual,33.8,TRUE,TRUE,active
esy-pencil-grip-6pcs,Esy Pencil Grip 6PCS,"<p>Esy Pencil Grip 6PCS. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Learning & Activity,"Learning & Activity, Learning Aid, Origin: Thailand",TRUE,Title,Default Title,8857121719210,8857121719210,200,,deny,manual,8.5,TRUE,TRUE,active
one-piece-water-color-pen,One Piece Water Color Pen,"<p>One Piece Water Color Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Art & Craft,"Art & Craft, Pen, Origin: Thailand",TRUE,Title,Default Title,6942109558614,6942109558614,200,,deny,manual,39.0,TRUE,TRUE,active
lancer-clic,Lancer Clic,"<p>Lancer Clic. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,17400046,17400046,200,,deny,manual,2.5,TRUE,TRUE,active
pure-spirit-pencil-case-set,Pure Spirit Pencil Case Set,"<p>Pure Spirit Pencil Case Set. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pencil, Origin: Thailand",TRUE,Title,Default Title,23235601,23235601,200,,deny,manual,12.0,TRUE,TRUE,active
one-piece-sticky-note,One Piece Sticky Note,"<p>One Piece Sticky Note. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Sticky Note, Origin: Thailand",TRUE,Title,Default Title,6942109562277,6942109562277,200,,deny,manual,8.0,TRUE,TRUE,active
pen-thai,Pen Thai,"<p>Pen Thai. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186240161,6973186240161,200,,deny,manual,5.0,TRUE,TRUE,active
erasable-highliter,Erasable Highliter,"<p>Erasable Highliter. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Highlighter, Origin: Thailand",TRUE,Title,Default Title,6976926139145,6976926139145,200,,deny,manual,20.0,TRUE,TRUE,active
quantum-writing-with-technology,Quantum Writing with Technology,"<p>Quantum Writing with Technology by Dha Siamwalla Ltd. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Dha Siamwalla Ltd,Pens & Pencils,"Pens & Pencils, Pencil, Dha Siamwalla Ltd",TRUE,Title,Default Title,8851907109905,8851907109905,200,,deny,manual,8.5,TRUE,TRUE,active
compass-set,Compass Set,"<p>Compass Set. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Desk & Tools,"Desk & Tools, Geometry, Origin: Thailand",TRUE,Title,Default Title,6957038180188,6957038180188,200,,deny,manual,20.0,TRUE,TRUE,active
kirakoko-stickers-pink,Kirakoko Stickers Pink,"<p>Kirakoko Stickers Pink. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6976511160493,6976511160493,200,,deny,manual,5.0,TRUE,TRUE,active
kirakoko-stickers-blue,Kirakoko Stickers Blue,"<p>Kirakoko Stickers Blue. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6976511160509,6976511160509,200,,deny,manual,5.0,TRUE,TRUE,active
nekoni-36pcs,Nekoni 36PCS,"<p>Nekoni 36PCS. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6941348505465,6941348505465,200,,deny,manual,6.0,TRUE,TRUE,active
nekoni-cat-2,Nekoni Cat,"<p>Nekoni Cat. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6941348509111,6941348509111,200,,deny,manual,6.0,TRUE,TRUE,active
nekoni-penguine,Nekoni Penguine,"<p>Nekoni Penguine. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6941348504147,6941348504147,200,,deny,manual,6.0,TRUE,TRUE,active
abc-cat-company,Abc Cat Company,"<p>Abc Cat Company. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8859171622809,8859171622809,200,,deny,manual,6.0,TRUE,TRUE,active
abc-autumn-letters,Abc Autumn Letters,"<p>Abc Autumn Letters. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8859171622885,8859171622885,200,,deny,manual,6.0,TRUE,TRUE,active
abc-letters-on-black,Abc Letters On Black,"<p>Abc Letters On Black. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8859171622892,8859171622892,200,,deny,manual,6.0,TRUE,TRUE,active
abc-sketchy-letters,Abc Sketchy Letters,"<p>Abc Sketchy Letters. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8859171622915,8859171622915,200,,deny,manual,6.0,TRUE,TRUE,active
abc-vivid,Abc Vivid,"<p>Abc Vivid. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8859171622922,8859171622922,200,,deny,manual,6.0,TRUE,TRUE,active
all-write,All Write,"<p>All Write. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8851215825436,8851215825436,200,,deny,manual,4.0,TRUE,TRUE,active
outer-space,Outer Space,"<p>Outer Space. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6941348505243,6941348505243,200,,deny,manual,6.0,TRUE,TRUE,active
bakery,Bakery,"<p>Bakery. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6970803855470,6970803855470,200,,deny,manual,5.0,TRUE,TRUE,active
panda,Panda,"<p>Panda. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6970803855494,6970803855494,200,,deny,manual,5.0,TRUE,TRUE,active
nekoni-pole,Nekoni Pole,"<p>Nekoni Pole. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6941348513200,6941348513200,200,,deny,manual,5.0,TRUE,TRUE,active
nekoni-cute,Nekoni Cute,"<p>Nekoni Cute. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6941348513194,6941348513194,200,,deny,manual,6.0,TRUE,TRUE,active
ghost-pop-out,Ghost Pop Out,"<p>Ghost Pop Out. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6921004496450,6921004496450,200,,deny,manual,11.0,TRUE,TRUE,active
neon-stickers,Neon Stickers,"<p>Neon Stickers. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6921004470450,6921004470450,200,,deny,manual,5.0,TRUE,TRUE,active
abc-funny-day,Abc Funny Day,"<p>Abc Funny Day. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8859171623257,8859171623257,200,,deny,manual,5.0,TRUE,TRUE,active
abc-ready-go,Abc Ready Go,"<p>Abc Ready Go. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,8859171623271,8859171623271,200,,deny,manual,5.0,TRUE,TRUE,active
abc-have-a-nice-day,Abc Have a Nice Day,"<p>Abc Have a Nice Day. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6921004491592,6921004491592,200,,deny,manual,5.0,TRUE,TRUE,active
abc-like-balloon,Abc Like Balloon,"<p>Abc Like Balloon. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickers, Origin: Thailand",TRUE,Title,Default Title,6921004491875,6921004491875,200,,deny,manual,5.0,TRUE,TRUE,active
one-piece,One Piece,"<p>One Piece. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,8859683101304,8859683101304,200,,deny,manual,9.0,TRUE,TRUE,active
pen-thai-2,Pen Thai,"<p>Pen Thai. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6926857968291,6926857968291,200,,deny,manual,7.0,TRUE,TRUE,active
mini-mon,Mini Mon,"<p>Mini Mon. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickey Note, Origin: Thailand",TRUE,Title,Default Title,89142264,89142264,200,,deny,manual,8.0,TRUE,TRUE,active
pocket-planner,Pocket Planner,"<p>Pocket Planner. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Planners & Diaries,"Planners & Diaries, Notebook, Origin: Thailand",TRUE,Title,Default Title,22504951,22504951,200,,deny,manual,10.0,TRUE,TRUE,active
sticky-note-a555-02,Sticky Note A555 02,"<p>Sticky Note A555 02. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Stickers & Sticky Notes,"Stickers & Sticky Notes, Stickey Note, Origin: Thailand",TRUE,Title,Default Title,6935205399892,6935205399892,200,,deny,manual,8.0,TRUE,TRUE,active
moshi-moshi-gel-pen,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6936504843819,6936504843819,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-2,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186240642,6973186240642,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-3,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186248716,6973186248716,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-4,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186240055,6973186240055,200,,deny,manual,5.0,TRUE,TRUE,active
moshi-moshi-gel-pen-5,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186241144,6973186241144,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-6,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186248716,6973186248716,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-7,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186243025,6973186243025,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-8,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186240055,6973186240055,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-9,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186243025,6973186243025,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-10,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186240161,6973186240161,200,,deny,manual,7.0,TRUE,TRUE,active
moshi-moshi-gel-pen-11,Moshi Moshi Gel Pen,"<p>Moshi Moshi Gel Pen. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Tiny Inks,Pens & Pencils,"Pens & Pencils, Pen, Origin: Thailand",TRUE,Title,Default Title,6973186240260,6973186240260,200,,deny,manual,7.0,TRUE,TRUE,active
motarro-cheque-file-myd075,Motarro Cheque File MYD075,"<p>Motarro Cheque File MYD075 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393377199,6926393377199,200,,deny,manual,0,TRUE,TRUE,draft
motarro-paint-brush-mp154-3,Motarro Paint Brush MP154-3,"<p>Motarro Paint Brush MP154-3 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393326654,6926393326654,200,,deny,manual,0,TRUE,TRUE,draft
motarro-paint-brush-mp154-5,Motarro Paint Brush MP154-5,"<p>Motarro Paint Brush MP154-5 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393326678,6926393326678,200,,deny,manual,0,TRUE,TRUE,draft
motarro-craft-beads-me128-8,Motarro Craft Beads ME128-8,"<p>Motarro Craft Beads ME128-8 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393322458,6926393322458,200,,deny,manual,0,TRUE,TRUE,draft
motarro-craft-beads-me128-4,Motarro Craft Beads ME128-4,"<p>Motarro Craft Beads ME128-4 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro",TRUE,Title,Default Title,6926393322410,6926393322410,200,,deny,manual,2.5,TRUE,TRUE,active
motarro-craft-beads-me128-6,Motarro Craft Beads ME128-6,"<p>Motarro Craft Beads ME128-6 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Art & Craft,"Art & Craft, Art&Craft, Motarro, needs-price",FALSE,Title,Default Title,6926393322434,6926393322434,200,,deny,manual,0,TRUE,TRUE,draft
motarro-steel-ruler-15cm-myd067-15,Motarro Steel Ruler 15CM MYD067-15,"<p>Motarro Steel Ruler 15CM MYD067-15 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Desk & Tools,"Desk & Tools, Ruler, Motarro, needs-price",FALSE,Title,Default Title,6926393377007,6926393377007,200,,deny,manual,0,TRUE,TRUE,draft
motarro-steel-ruler-30cm-myd067-30,Motarro Steel Ruler 30CM MYD067-30,"<p>Motarro Steel Ruler 30CM MYD067-30 by Motarro. Available at Tiny Inks, Abu Dhabi.</p><p>Delivery across Abu Dhabi in 1–2 business days and the rest of the UAE in 2–4. Free gift wrap on every order.</p>",Motarro,Desk & Tools,"Desk & Tools, Ruler, Motarro, needs-price",FALSE,Title,Default Title,6926393377021,6926393377021,200,,deny,manual,0,TRUE,TRUE,draft
